Meta Library ID,Started Date,Profile Image,Influencer Facebook Page,Ad Details,Video URL,Content Image URL,CTA Shop Now URL,Ad Company
Library ID: 1624624588555022,"Started running on Feb 4, 2026",https://scontent-lga3-2.xx.fbcdn.net/v/t39.35426-6/628277891_2713700995696123_2797162466195505039_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=D8KiZa5EsIkQ7kNvwHcrUT0&_nc_oc=Adnr-KpLTCcTGVo5_UtjOdXyLkULL-ZQtKJLMS_710VzfoGCa1k_sS8Zez2LF1d6w96JE4QeV-lfRD_9JxE_IzKa&_nc_zt=14&_nc_ht=scontent-lga3-2.xx&_nc_gid=8LKGqTeD79iuWFlJDNC5FQ&oh=00_AftyjAGNPgkektmUFjCRzbC4uvQ__gw9sbHGT65zL137rw&oe=699E595F,https://www.facebook.com/BrookesBuys/,"🌟Thousands of rave reviews and freshly restocked - grab it before it's gone.Click the ""Shop Now"" button to buy!These are the pieces I actually use every day to keep our house organized, functional, and looking pulled together. Simple upgrades that make a big difference in real life.",,,https://l.facebook.com/l.php?u=https%3A%2F%2Famzn.markable.ai%2FGborCTqt%3Ffbclid%3DIwZXh0bgNhZW0CMTAAYnJpZBEyUmgySXZhYUtmc3puT09sWHNydGMGYXBwX2lkDzU0MTYzOTQ5Mzg4OTAyNQABHvYzdC7A51mcFRRaBgeeV_srO7h1WKAmIaJ1Oc9xI1XcYOC2U-Md3ocPf2Zn_aem_712KnKUgUr46CdhVIQEYBw&h=ASWq4lA70Y8E8wXIR2WF5f93uRRt2ymiCGZ50mWsfi5iAqCZ1UQPH6oCvNuWI3eccmBWQWMGUdimaVOBdjMZ4dojSLr5Bage_Lnx84IuT0dpg_dpKIs5mZkZUeY9_vCGzzqN0aFD6Z5dBHgUodjeuDSI,
Library ID: 1455483859505766,"Started running on Feb 7, 2026",https://scontent-lga3-1.xx.fbcdn.net/v/t39.35426-6/627671090_1632241664647540_3229364885323344078_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=103&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=mcsWgoAWAQEQ7kNvwFgrwQI&_nc_oc=Adnp7VLln9mwPbgE6ygxXeeHjL5XQV3ZZP1KaxU4BgrbN2LUa87WB0Gb85MxB1zkJCmcrez1W7BxnRaUYW241OwD&_nc_zt=14&_nc_ht=scontent-lga3-1.xx&_nc_gid=qsu1-o8rReWoWCNVu2pe4g&oh=00_AftXG654rXZQ8mFS_qL1rTZo4U-1C4VI7WVR7pW9vuOgVw&oe=699E7034,https://www.facebook.com/BrookesBuys/,"🌟Thousands of rave reviews and freshly restocked - grab it before it's gone.Click the ""Shop Now"" button to buy!Why is everything mini and why do I suddenly work better this way? The Amazon mini keyboard actually types on your iPhone, the mini mouse is weirdly amazing, and these mini Amazon office essentials make my home office and travel setup feel way more organized. Small but mighty Amazon finds that are honestly kind of life-changing. #homeoffice",,,https://l.facebook.com/l.php?u=https%3A%2F%2Famzlink.to%2Faz0VnicQIV91g%3Ffbclid%3DIwZXh0bgNhZW0CMTAAYnJpZBEyUmgySXZhYUtmc3puT09sWHNydGMGYXBwX2lkDzU0MTYzOTQ5Mzg4OTAyNQABHu-RSauF6v9cLTHh36PwiqRTdeUjnsURH8E_WIf5PueLo1hJfOeSHpg_Uflk_aem_LFith7eGPN682KEQyiXLaQ&h=ASWq4lA70Y8E8wXIR2WF5f93uRRt2ymiCGZ50mWsfi5iAqCZ1UQPH6oCvNuWI3eccmBWQWMGUdimaVOBdjMZ4dojSLr5Bage_Lnx84IuT0dpg_dpKIs5mZkZUeY9_vCGzzqN0aFD6Z5dBHgUodjeuDSI,Brooke's Buys
Library ID: 888059940598392,"Started running on Feb 9, 2026",https://scontent-lga3-2.xx.fbcdn.net/v/t39.35426-6/632740537_2427205601058725_4832234350647759568_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=9pjew6o0tUMQ7kNvwGhbsDt&_nc_oc=AdkXY7aJzWRpoO_0aXP9fX-9ZYkWG3o8apMAVQuc8ir8lpvbuo-tFwmrTcarhFFHcTJQCbzrazfjh2xhJ4qQW5Y0&_nc_zt=14&_nc_ht=scontent-lga3-2.xx&_nc_gid=Qg0faNiykd-gKZ6teTBD4g&oh=00_AfvlO6IoCwwCjb1BYbhauy5Ob_pWpqwlHV5BvCyErqpKXA&oe=699E55D5,https://www.facebook.com/BrookesBuys/,"🌟freshly restocked - grab it before it's gone.Click the ""Shop Now"" button to buy!",,,https://l.facebook.com/l.php?u=https%3A%2F%2Famzn.markable.ai%2FGbotTGxc%3Ffbclid%3DIwZXh0bgNhZW0CMTAAYnJpZBEyUmgySXZhYUtmc3puT09sWHNydGMGYXBwX2lkDzU0MTYzOTQ5Mzg4OTAyNQABHvvljU7DdP8IyQ4x-jNXFpJi9dU8GmJkoLO7G3HHMLm-IjWmjSIgQzCoaa3g_aem_8FAp2D2906ZSgfqGkWXjRw&h=ASWq4lA70Y8E8wXIR2WF5f93uRRt2ymiCGZ50mWsfi5iAqCZ1UQPH6oCvNuWI3eccmBWQWMGUdimaVOBdjMZ4dojSLr5Bage_Lnx84IuT0dpg_dpKIs5mZkZUeY9_vCGzzqN0aFD6Z5dBHgUodjeuDSI,
Library ID: 936843738670479,"Started running on Jan 10, 2026",https://scontent-lga3-1.xx.fbcdn.net/v/t39.35426-6/612700571_755529533686437_1888072918796991469_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=108&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=vj-eLwELUL0Q7kNvwEkPF7j&_nc_oc=AdlLOo9i6bfxRDwmFfVNpmusSC9uEx0Zyf9EN2VTGMPLVMkdTY5QBqWv-_nOSWM8HzgWWhCrMdYjB2MOvzr3M4c8&_nc_zt=14&_nc_ht=scontent-lga3-1.xx&_nc_gid=EcdvvKS7mngSsA2W77wJEg&oh=00_AfthSAUbL7hYUnZTDyOm45pKNuLi008w-eigyZvNGQ82og&oe=699E77C8,https://www.facebook.com/BrookesBuys/,"✨ Freshly restocked ✨ These mini travel finds are a must have for packing light and staying organized! Click Shop Now to get yours✈️ 🔥These tiny Amazon essentials save space, keep your bag organized, and make packing so much easier for flights, carry-ons, and hotel stays. Every one of these Amazon travel essentials is small but seriously useful. Perfect for weekend trips, vacations, and everyday travel.✨ Click Shop Now to buy before they sell out!",https://video-lga3-1.xx.fbcdn.net/o1/v/t2/f2/m412/AQMAxneL4ymHo-5DaN-OZcjSVp-8c2TDzxSDgcM8mE8EJEcKJnZscHWNcmRia52xjKuPf9GfNpeeODkZ9EuCu8dCjriuVWpU93UW1WHFkw.mp4?_nc_cat=111&_nc_sid=8bf8fe&_nc_ht=video-lga3-1.xx.fbcdn.net&_nc_ohc=IvKR8hNA-SwQ7kNvwErGQ11&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTUyMjI4NzQxNTU0ODM4NywiYXNzZXRfYWdlX2RheXMiOjQwLCJ2aV91c2VjYXNlX2lkIjoxMDc5OSwiZHVyYXRpb25fcyI6NDMsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=EcdvvKS7mngSsA2W77wJEg&_nc_zt=28&oh=00_AfuNLNjATDCRdvozML51LMtw9t3A50-dNCKJ4DnL6ymRwg&oe=699E80FB,,https://l.facebook.com/l.php?u=https%3A%2F%2Famzn.markable.ai%2FGbfTt5vN%3Ffbclid%3DIwZXh0bgNhZW0CMTAAYnJpZBEyUmgySXZhYUtmc3puT09sWHNydGMGYXBwX2lkDzU0MTYzOTQ5Mzg4OTAyNQABHmd1HstMHZcF766JoRLfsCPqwnydt2PcB2GuY_HdCQbGzoCUWLYzQ3P3mxSr_aem_7hha4XKUpFVFr0kCc1DB3Q&h=ASWq4lA70Y8E8wXIR2WF5f93uRRt2ymiCGZ50mWsfi5iAqCZ1UQPH6oCvNuWI3eccmBWQWMGUdimaVOBdjMZ4dojSLr5Bage_Lnx84IuT0dpg_dpKIs5mZkZUeY9_vCGzzqN0aFD6Z5dBHgUodjeuDSI,
Library ID: 1207349020844239,"Started running on Jan 10, 2026",https://scontent-lga3-3.xx.fbcdn.net/v/t39.35426-6/613640387_1308965637914832_181966957100915127_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=110&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Nu8M39LobZkQ7kNvwHuSjAx&_nc_oc=AdnlsDts-ArNsMf4j8iAfJ1O5Hvvu_FRSaaQQQ2XR78mIRM1jKeNLiFlwIHN8XUNAgrdj1IaC4Qs0yAC4zcP6Af0&_nc_zt=14&_nc_ht=scontent-lga3-3.xx&_nc_gid=EcdvvKS7mngSsA2W77wJEg&oh=00_Aft0z2RRUgCtLsnGQAF0FO3cei5XiZxCpTg7IvFkV81C0Q&oe=699E6B41,https://www.facebook.com/BrookesBuys/,"✨ Freshly restocked mini office finds!Click Shop Now to buy before they sell out!The Amazon mini keyboard actually types on your iPhone, the mini mouse is weirdly amazing, and these mini Amazon office essentials make my home office and travel setup feel way more organized.",https://video-lga3-3.xx.fbcdn.net/o1/v/t2/f2/m412/AQMLY8VkLXokvSgxmKPF2RIJvSRUbmdtni5kVyEs8EFgwoEM1BYI2sA9HdczBTWbOnZeTdyOh_F1vaOGPjeSzc8E6ejlS0OUXabocdKP8A.mp4?_nc_cat=110&_nc_sid=8bf8fe&_nc_ht=video-lga3-3.xx.fbcdn.net&_nc_ohc=UU9uI9nXLAEQ7kNvwEhwu2N&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTQxOTY0ODgxOTc4Nzk4NywiYXNzZXRfYWdlX2RheXMiOjQwLCJ2aV91c2VjYXNlX2lkIjoxMDc5OSwiZHVyYXRpb25fcyI6MTgsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=EcdvvKS7mngSsA2W77wJEg&_nc_zt=28&oh=00_AfsbBfOvOpsMajVrzOVEsaSgV5hfk5lJogC6BRy_fY5qtQ&oe=699E7238,,https://l.facebook.com/l.php?u=https%3A%2F%2Famzn.markable.ai%2FGbfTt5j2%3Ffbclid%3DIwZXh0bgNhZW0CMTAAYnJpZBEyUmgySXZhYUtmc3puT09sWHNydGMGYXBwX2lkDzU0MTYzOTQ5Mzg4OTAyNQABHp1eg8voRo8XR2nxkkwkdnhxSRRFjpyxEt81djQZcJCbAU_sIDtolUf51m0N_aem_zU6biwsphC7uOig7KsKadA&h=ASWq4lA70Y8E8wXIR2WF5f93uRRt2ymiCGZ50mWsfi5iAqCZ1UQPH6oCvNuWI3eccmBWQWMGUdimaVOBdjMZ4dojSLr5Bage_Lnx84IuT0dpg_dpKIs5mZkZUeY9_vCGzzqN0aFD6Z5dBHgUodjeuDSI,
Library ID: 1861774484705044,"Started running on Jan 15, 2026",https://scontent-lga3-2.xx.fbcdn.net/v/t39.35426-6/615251002_818314574570765_1926393835980776491_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=NW041rDlvgMQ7kNvwHUJlCU&_nc_oc=Adl28XdE6Dg6rgAJYLMmpeNMX-yKXmlgAx8Hbo9yGzEnKlUBxBjBOFk45G9dlJ7kTS2f45U4YtLOGOpWob33KSve&_nc_zt=14&_nc_ht=scontent-lga3-2.xx&_nc_gid=j6ZeoAiY0knMsII77szHfA&oh=00_AftLGHmaSFtVoEW0zeMyULuqEqK53oyqpKoPSS__c8ix9Q&oe=699E6FD5,https://www.facebook.com/BrookesBuys/,"✨ Freshly restocked and thousands of rave reviews - get yours before it's gone again!The Amazon mini keyboard actually types on your iPhone, the mini mouse is weirdly amazing, and these mini Amazon office essentials make my home office and travel setup feel way more organized.🔥 Click the ""Shop Now"" button to get yours!",https://video-lga3-2.xx.fbcdn.net/o1/v/t2/f2/m412/AQP9HFhwqPbMXSki3q_duts5CjuU2wdEMHB757qiquO-qZd_ShSmrDTbl8_no6mH-9Z8SI9yuGm55_XIwScHLhcVNzDBVScihcB-DcEtrw.mp4?_nc_cat=107&_nc_sid=8bf8fe&_nc_ht=video-lga3-2.xx.fbcdn.net&_nc_ohc=94NzvqvCa48Q7kNvwHAzPZq&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MTQxMjEzNzI3MDQ2NDAzMywiYXNzZXRfYWdlX2RheXMiOjM1LCJ2aV91c2VjYXNlX2lkIjoxMDEzOSwiZHVyYXRpb25fcyI6MTgsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=j6ZeoAiY0knMsII77szHfA&_nc_zt=28&oh=00_Afu_WAY55NmNQ89gZRq6-ll5n1ry3lLva-34A3VTmTrObw&oe=699E5BA3,,https://l.facebook.com/l.php?u=https%3A%2F%2Famzn.markable.ai%2FGbfYQg8f%3Ffbclid%3DIwZXh0bgNhZW0CMTAAYnJpZBEyUmgySXZhYUtmc3puT09sWHNydGMGYXBwX2lkDzU0MTYzOTQ5Mzg4OTAyNQABHi0uuo54pzFEa1wG5jRN4mbxGsDSYerDN14XTWoAOksMIvK0j_GrLMuHg7AO_aem_Qr3rPm8ClgSD1ed8cIATOA&h=ASWq4lA70Y8E8wXIR2WF5f93uRRt2ymiCGZ50mWsfi5iAqCZ1UQPH6oCvNuWI3eccmBWQWMGUdimaVOBdjMZ4dojSLr5Bage_Lnx84IuT0dpg_dpKIs5mZkZUeY9_vCGzzqN0aFD6Z5dBHgUodjeuDSI,
Library ID: 889868360202883,"Started running on Jan 26, 2026",https://scontent-lga3-2.xx.fbcdn.net/v/t39.35426-6/619676620_843730275368040_500726239873680000_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Zm_nkEvYUm4Q7kNvwF7yqPa&_nc_oc=Admapd7U7TC38s0wSvuOmpmtFCytn1U7ZFPbmQrFuqswYTTa8F2ylkFlsjmQDfevEZB5IKiRybrG0Hu_PtPlS6GL&_nc_zt=14&_nc_ht=scontent-lga3-2.xx&_nc_gid=a7TzsP5jVGAV6sgSZZmBag&oh=00_AfvZhyQ4qymGIIX1KEXaBEigwWJfkjRjim0ZiggTwuWZvg&oe=699E81A3,https://www.facebook.com/BrookesBuys/,"🌟Thousands of rave reviews and freshly restocked - grab it before it's gone! This is a must hav to protect your valuables while you travel.Click the ""Shop Now"" button to buy!",https://video-lga3-2.xx.fbcdn.net/o1/v/t2/f2/m412/AQN1k8jHTcfxnU9AXMdJ3XgCTmKqU__9K0vrQunAv_8RNsIPJO3bMe50of-BjYvZlc5fMDkLthr952d8vhz1NFG3NtgpGoE4UtAl1etymg.mp4?_nc_cat=105&_nc_sid=8bf8fe&_nc_ht=video-lga3-2.xx.fbcdn.net&_nc_ohc=9RY2Ra7xIzoQ7kNvwF1LXDW&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnN2ZV9zZCIsInhwdl9hc3NldF9pZCI6MjcyNjI0MjE0Nzc1NDIxMCwiYXNzZXRfYWdlX2RheXMiOjMxLCJ2aV91c2VjYXNlX2lkIjoxMDc5OSwiZHVyYXRpb25fcyI6MTMsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&_nc_gid=a7TzsP5jVGAV6sgSZZmBag&_nc_zt=28&oh=00_AfvxiNcd7PStixtiR7g53DYfN5Dt3dEEZMWPtHvNKrQ4Uw&oe=699E5CE9,,https://l.facebook.com/l.php?u=https%3A%2F%2Famzn.markable.ai%2FGbfYQwrA%3Ffbclid%3DIwZXh0bgNhZW0CMTAAYnJpZBEyUmgySXZhYUtmc3puT09sWHNydGMGYXBwX2lkDzU0MTYzOTQ5Mzg4OTAyNQABHu-RSauF6v9cLTHh36PwiqRTdeUjnsURH8E_WIf5PueLo1hJfOeSHpg_Uflk_aem_LFith7eGPN682KEQyiXLaQ&h=ASWq4lA70Y8E8wXIR2WF5f93uRRt2ymiCGZ50mWsfi5iAqCZ1UQPH6oCvNuWI3eccmBWQWMGUdimaVOBdjMZ4dojSLr5Bage_Lnx84IuT0dpg_dpKIs5mZkZUeY9_vCGzzqN0aFD6Z5dBHgUodjeuDSI,
Library ID: 1587046835941566,"Started running on Jan 27, 2026",https://scontent-lga3-3.xx.fbcdn.net/v/t39.35426-6/622722672_756208877083203_3778470654707994938_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=104&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=h6_1zErLo6gQ7kNvwHNK0jM&_nc_oc=AdkbJDTr-DbUVzPY8MLmRBDO5lvh4mTNEgXnrspY9isyp4f7eDcgv0HwR3hhq3I0eKwLSeinV8DyFe1UN8E3v4W2&_nc_zt=14&_nc_ht=scontent-lga3-3.xx&_nc_gid=Se4kUfSKtOc3a1Ctv8RDtQ&oh=00_AfsiVj5JQWLrFxCMIWtPM40lY5fl24OtxPZObNrH_QKjeA&oe=699E6EF5,https://www.facebook.com/BrookesBuys/,"🌟Thousands of rave reviews and freshly restocked - grab it before it's gone.Click the ""Shop Now"" button to buy!Why is everything mini and why do I suddenly work better this way? The Amazon mini keyboard actually types on your iPhone, the mini mouse is weirdly amazing, and these mini Amazon office essentials make my home office and travel setup feel way more organized. Small but mighty Amazon finds that are honestly kind of life-changing. #homeoffice",https://video-lga3-2.xx.fbcdn.net/o1/v/t2/f2/m367/AQNgIoNsKgdhEtHFNItUw4ZzSLUxgerojoF2WEIduHCyTlJ9ITXcO7PrfOS5gMipyvKfY-ZeGFX4Ry368uY9UbD22XV0S61IuQ_qJozBgA.mp4?_nc_cat=109&_nc_sid=8bf8fe&_nc_ht=video-lga3-2.xx.fbcdn.net&_nc_ohc=VOC5hNhV-aoQ7kNvwFKWFxx&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnByb2dyZXNzaXZlX2gyNjQtYmFzaWMtZ2VuMl8zNjBwIiwieHB2X2Fzc2V0X2lkIjoxNTMyODMwNDM0NDMyMTM2LCJhc3NldF9hZ2VfZGF5cyI6NTEsInZpX3VzZWNhc2VfaWQiOjEwODI3LCJkdXJhdGlvbl9zIjoxOCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=Se4kUfSKtOc3a1Ctv8RDtQ&_nc_zt=28&oh=00_Afv085XJ5JSYJRmXv7ImnWZaCKnLd-xY0CEdyXyGDdSL0Q&oe=699E78AD,,https://l.facebook.com/l.php?u=https%3A%2F%2Famzn.markable.ai%2FGbkCoqmK%3Ffbclid%3DIwZXh0bgNhZW0CMTAAYnJpZBEyUmgySXZhYUtmc3puT09sWHNydGMGYXBwX2lkDzU0MTYzOTQ5Mzg4OTAyNQABHvYzdC7A51mcFRRaBgeeV_srO7h1WKAmIaJ1Oc9xI1XcYOC2U-Md3ocPf2Zn_aem_712KnKUgUr46CdhVIQEYBw&h=ASWq4lA70Y8E8wXIR2WF5f93uRRt2ymiCGZ50mWsfi5iAqCZ1UQPH6oCvNuWI3eccmBWQWMGUdimaVOBdjMZ4dojSLr5Bage_Lnx84IuT0dpg_dpKIs5mZkZUeY9_vCGzzqN0aFD6Z5dBHgUodjeuDSI,Brooke's Buys
Library ID: 2587359868345626,"Started running on Jan 29, 2026",https://scontent-lga3-2.xx.fbcdn.net/v/t39.35426-6/623412637_1242532711085744_6354259706599933298_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=oji6eGPau2sQ7kNvwHe_Hy4&_nc_oc=AdmPinD7UGI9bQ9GxC-PK3boG8hpM8AvpZJh8e7yc2a19pD38virN4eIQ73C3f9TU9NUz0plr2jBpZl5hfObTRRO&_nc_zt=14&_nc_ht=scontent-lga3-2.xx&_nc_gid=j6ZeoAiY0knMsII77szHfA&oh=00_AfsnIEpXfpWkKWx6VJA8m115DE5kk3m5PCWb18kP241I-A&oe=699E5F4E,https://www.facebook.com/BrookesBuys/,"🌟Thousands of rave reviews and freshly restocked - grab it before it's gone.Click the ""Shop Now"" button to buy!These Amazon closet organizers completely changed how my shelves function and look. These closet essentials maximize shelf space, reduce visual clutter, and make your closet feel organized without a remodel. If your closet looks fine but doesn’t function, these Amazon finds fix that. #organizedhome",https://video-lga3-2.xx.fbcdn.net/o1/v/t2/f2/m367/AQNjPhJfo2PMxBENV4rbOrpqbTt6DeIVu2B4W-jdqUoxWwS6lBURd2aBGkXHSi5sGDsznQ7hkuJ4rX67Ccqll2l9YBf4NwJ23WCGOcb5HA.mp4?_nc_cat=100&_nc_sid=8bf8fe&_nc_ht=video-lga3-2.xx.fbcdn.net&_nc_ohc=FWwvyfMEURUQ7kNvwHd7nGd&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnByb2dyZXNzaXZlX2gyNjQtYmFzaWMtZ2VuMl8zNjBwIiwieHB2X2Fzc2V0X2lkIjoxMjk0Mjc3MjgyNTA5MjI3LCJhc3NldF9hZ2VfZGF5cyI6NDQsInZpX3VzZWNhc2VfaWQiOjEwODI3LCJkdXJhdGlvbl9zIjoyNCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=j6ZeoAiY0knMsII77szHfA&_nc_zt=28&oh=00_Afu7EBkCeYzNCYxddVDKjJ7BxF6EfoKzlheKhE4TAEnNTg&oe=699E4AAA,,https://l.facebook.com/l.php?u=https%3A%2F%2Famzn.markable.ai%2FGbkCoqqP%3Ffbclid%3DIwZXh0bgNhZW0CMTAAYnJpZBEyUmgySXZhYUtmc3puT09sWHNydGMGYXBwX2lkDzU0MTYzOTQ5Mzg4OTAyNQABHh2sfnUt0aXVKgcAPjhdLNaOe9G3RRfgt8wN9DeMFWeKbfjUTYUzBZtMXMNu_aem_PpmCVpu2qHBxLWu0NCfHMw&h=ASWq4lA70Y8E8wXIR2WF5f93uRRt2ymiCGZ50mWsfi5iAqCZ1UQPH6oCvNuWI3eccmBWQWMGUdimaVOBdjMZ4dojSLr5Bage_Lnx84IuT0dpg_dpKIs5mZkZUeY9_vCGzzqN0aFD6Z5dBHgUodjeuDSI,Markable Creators
Library ID: 1788752258725303,"Started running on Jan 29, 2026",https://scontent-lga3-1.xx.fbcdn.net/v/t39.35426-6/622355693_891445850519993_8463710621661061814_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=_62mZM_8_6oQ7kNvwFvNliq&_nc_oc=AdlPAaPuV8ODJrpdteBzWIg0_dvJnnW6VviEJBwU0SLol1KqAjHckBVMEul_WaRsUTWDrQ2B03DfEeC31I_7QGeS&_nc_zt=14&_nc_ht=scontent-lga3-1.xx&_nc_gid=q0_0PZ0rlf0PmpIaKTGOoQ&oh=00_Afuy2hAI5wesbWOef3kdUyd63ZsWGqfLvgWauFY7_OPBgg&oe=699E76C5,https://www.facebook.com/BrookesBuys/,"🌟Thousands of rave reviews and freshly restocked - grab it before it's gone.Click the ""Shop Now"" button to buy!These tiny Amazon essentials save space, keep your bag organized, and make packing so much easier for flights, carry-ons, and hotel stays. Every one of these Amazon travel essentials is small but seriously useful. Perfect for weekend trips, vacations, and everyday travel.",https://video-lga3-3.xx.fbcdn.net/o1/v/t2/f2/m367/AQNAMSNarbtoUB1f6fI3VI3S_kDzeAHCMm0hYJRA-NGoFsxFZXuMFlnNOTRq16wub_DJzwo48zYUPSyBcLlY4-sJljaCKaj-ETZDj2ftjg.mp4?_nc_cat=110&_nc_sid=8bf8fe&_nc_ht=video-lga3-3.xx.fbcdn.net&_nc_ohc=FehpWo1EOO0Q7kNvwG4jNPQ&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5WSV9VU0VDQVNFX1BST0RVQ1RfVFlQRS4uQzMuMzYwLnByb2dyZXNzaXZlX2gyNjQtYmFzaWMtZ2VuMl8zNjBwIiwieHB2X2Fzc2V0X2lkIjoxNTg1OTE4ODkyODM1MTk5LCJhc3NldF9hZ2VfZGF5cyI6NDQsInZpX3VzZWNhc2VfaWQiOjEwODI3LCJkdXJhdGlvbl9zIjo0MywidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&_nc_gid=q0_0PZ0rlf0PmpIaKTGOoQ&_nc_zt=28&oh=00_AftcMaOS14BHyZLkl19d0HXiIS_pRH2JfLg2KmzIga205g&oe=699E81C8,,https://l.facebook.com/l.php?u=https%3A%2F%2Famzn.markable.ai%2FGbkCoqqO%3Ffbclid%3DIwZXh0bgNhZW0CMTAAYnJpZBEyUmgySXZhYUtmc3puT09sWHNydGMGYXBwX2lkDzU0MTYzOTQ5Mzg4OTAyNQABHp1eg8voRo8XR2nxkkwkdnhxSRRFjpyxEt81djQZcJCbAU_sIDtolUf51m0N_aem_zU6biwsphC7uOig7KsKadA&h=ASWq4lA70Y8E8wXIR2WF5f93uRRt2ymiCGZ50mWsfi5iAqCZ1UQPH6oCvNuWI3eccmBWQWMGUdimaVOBdjMZ4dojSLr5Bage_Lnx84IuT0dpg_dpKIs5mZkZUeY9_vCGzzqN0aFD6Z5dBHgUodjeuDSI,Brooke's Buys
